,Id,A_Score,Q_Score,Tag,Title,Q_Body,A_Body,P_Title_wo_freq,P_Q_Body_wo_freq,P_A_Body_wo_freq,ProcessedText
1006,25812010,0,0,swift,Apply definitely CGAffineTransform* to a UIView,"<p>I'm having a problem with scale transformation I have to apply to UIViews on Swift (but it's the same in objective-c too)</p>

<p>I'm applying a <code>CGAffineTransformMakeScale()</code> to multiples views during a <code>gestureRecognizer</code>.</p>

<p>It's like a loop for a cards deck. I remove the one on top and the X others behind scale up and a new one is added in the back.</p>

<p>The first iteration works as expected. But when I try to swipe the new front one, all the cards reset to their initial frame size because i'm trying to apply a new transform, which seems to cancel the previous one and reset the view to its initial state.</p>

<p>How can I apply definitely/commit the first transform change to be able to apply a new one after that based on the UIView resulting new size ?</p>

<p>I tried a <code>UIView.commitAnimations()</code> but no change.</p>

<p><strong>EDIT :</strong></p>

<p>Here's a simple example to understand what I try to do :</p>

<p>Imagine I have an initial UIView of 100x100</p>

<p>I have a shrink factor of 0.95, which means next views behind will be 95x95, then 90.25, then 85.73, etc</p>

<p>If I remove the top one (100x100), I want to scale up the others, so the 95x95 will become 100x100, etc<br>
This is done by applying the inverse of the shrink factor, here 1.052631...</p>

<p>First time I apply the inverse factor, all views are correctly resized.<br>
My problem is, when I trigger again by a swipe on the new front UIView a new resize of all views (So, for example, the 90.25x90.25 which became 95x95 should now scale to 100x100).<br>
At this moment, the same <code>CGAffineTransformMakeScale()</code> is apply to all views, which all instantly reset to their original frame size (so the now 95x95 reset to 90.25x90.25, and then begin to apply the transformation on this old size).</p>

<p>As suggested here or elsewhere, using <code>UIView.commitAnimations()</code> in the end of each transformation don't change anything, and using a <code>CGAffineTransformConcat()</code> is like powering over and over the scaling by himself and of course views become insanely big...</p>

<p>I hope I made myself more clear, that's not easy to explain, don't hesitate to ask if something is wrong here.</p>
","<p>After a lot of reading and consulting colleagues who know better than me about iOS programmation, here's my conclusion :</p>

<ul>
<li><p>Applying a <code>CGAffineTransformMakeScale()</code> only modify visually a view but not its properties, and since it's difficult (and costly) to modify afterward the bounds and/or frame of a view, I should avoid to try to make a transform, update bounds, make another transform, etc.</p></li>
<li><p>Applying the same <code>CGAffineTransformMakeScale()</code> only reset the effect and not apply to the previous one.</p></li>
<li><p>Applying a <code>CGAffineTransformScale()</code> with the same values on top of the previous <code>CGAffineTransformMakeScale()</code> (or with a <code>CGAffineTransformConcat()</code>)  has some unpredictable effect and will be very difficult to calculate precisely the new values to apply each time to get the effect I want.</p></li>
</ul>

<p>The best way I can go with this is only applying one <code>CGAffineTransformMakeScale()</code> that I will keep updating scales values all along the view's life.
It implies now for me to rework all my implementation logic in reverse, but that's the easiest way to do this right.</p>

<p>Thanks all for your tips.</p>
",appli definit cgaffinetransform uiview,problem scale transform appli uiview but objectivec too appli cgaffinetransformmakescal multipl view gesturerecogn like loop card deck remov one top x other behind scale new one ad back first iter work expect swipe new front one card reset initi frame size appli new transform seem cancel previou one reset view initi state appli definitelycommit first transform chang abl appli new one base uiview result new size uiviewcommitanim chang edit here simpl exampl understand imagin initi uiview 100x100 shrink factor 095 mean next view behind 95x95 9025 8573 etc remov top one 100x100 want scale other 95x95 becom 100x100 etc done appli invers shrink factor 1052631 first time appli invers factor view correctli resiz problem is trigger swipe new front uiview new resiz view so exampl 9025x9025 becam 95x95 scale 100x100 moment cgaffinetransformmakescal appli view instantli reset origin frame size so 95x95 reset 9025x9025 begin appli transform old size suggest elsewher uiviewcommitanim end transform chang anyth cgaffinetransformconcat like power scale cours view becom insan big hope made clear easi explain hesit ask someth wrong here,lot read consult colleagu know better io programm here conclus appli cgaffinetransformmakescal modifi visual view properti sinc difficult and costli modifi afterward bound andor frame view avoid tri make transform updat bound make anoth transform etc appli cgaffinetransformmakescal reset effect appli previou one appli cgaffinetransformscal valu top previou cgaffinetransformmakescal or cgaffinetransformconcat unpredict effect difficult calcul precis new valu appli time get effect want best way go appli one cgaffinetransformmakescal keep updat scale valu along view life impli rework implement logic revers easiest way right thank tip,appli definit cgaffinetransform uiview problem scale transform appli uiview but objectivec too appli cgaffinetransformmakescal multipl view gesturerecogn like loop card deck remov one top x other behind scale new one ad back first iter work expect swipe new front one card reset initi frame size appli new transform seem cancel previou one reset view initi state appli definitelycommit first transform chang abl appli new one base uiview result new size uiviewcommitanim chang edit here simpl exampl understand imagin initi uiview 100x100 shrink factor 095 mean next view behind 95x95 9025 8573 etc remov top one 100x100 want scale other 95x95 becom 100x100 etc done appli invers shrink factor 1052631 first time appli invers factor view correctli resiz problem is trigger swipe new front uiview new resiz view so exampl 9025x9025 becam 95x95 scale 100x100 moment cgaffinetransformmakescal appli view instantli reset origin frame size so 95x95 reset 9025x9025 begin appli transform old size suggest elsewher uiviewcommitanim end transform chang anyth cgaffinetransformconcat like power scale cours view becom insan big hope made clear easi explain hesit ask someth wrong here
1007,25812320,1,0,swift,How to use didFinishPickingMedia with multiple UIImages,"<p>I have a view that has four UIButtons. When each button is called it pops up the photo library for the user to choose an image to set as the buttons image (think of it as setting a profile image). Here is the code I'm using to do this.</p>

<pre><code>func imagePickerController(picker: UIImagePickerController!, didFinishPickingMediaWithInfo info: [NSObject : AnyObject]!) {


    let image = info[UIImagePickerControllerOriginalImage] as UIImage
    pickedImage = image

    p1ImageButton.setImage(pickedImage, forState: UIControlState.Normal)

    self.dismissViewControllerAnimated(true, completion: nil)


}

@IBAction func p1PhotoTapped(sender: AnyObject) {
    if UIImagePickerController.isSourceTypeAvailable(UIImagePickerControllerSourceType.PhotoLibrary){

        var p1IP = UIImagePickerController()
        p1IP.delegate = self
        p1IP.sourceType = UIImagePickerControllerSourceType.PhotoLibrary;

        p1IP.allowsEditing = false

        self.presentViewController(p1IP, animated: true, completion: nil)
    }



}
</code></pre>

<p>This works just dandy for the first image. However, because I'm using the IPC delegate, didFinishingPickingMediaWith, Im not sure how to set the other 3 button images. If i click on the other three buttons(which is assigned their own action), it just keeps calling this same delegate, which then keeps setting the image to the first button.</p>

<p>Is there a way to have multiple delegate methods? Or maybe to have the delegate method check for a certain ImagePickerController? Any help would be great on how to get the other three buttons to set their images correctly. THANKS!</p>
","<p>You can't have multiple delegate methods, that's one of the advantages of the block mechanism as opposed to the delegate mechanism.</p>

<p>A couple of ideas:</p>

<p>First, keep an instance variable on the UIViewController that tells you which image to set, then just switch based on that:</p>

<pre><code>enum ButtonToSet {
    case Button1, Button2, Button3, Button4
}
var buttonToSet:ButtonToSet?

@IBAction func p1PhotoTapped(sender:AnyObject) {
    buttonToSet = .Button1
    ...
}

func imagePickerController(picker: UIImagePickerController!,  didFinishPickingMediaWithInfo info: [NSObject : AnyObject]!) {

    ...

    let image = info[UIImagePickerControllerOriginalImage] as UIImage
    pickedImage = image

    if let buttonToSet = buttonToSet {
        switch buttonToSet {
        case .Button1:
            p1ImageButton.setImage(pickedImage, forState: UIControlState.Normal)
        ...
        }
    }

    self.dismissViewControllerAnimated(true, completion: nil)
}
</code></pre>

<p>Alternatively, create a <code>UIButton</code> subclass, <code>ProfileImageButton</code> that handles it's own action by popping up the selector itself, then the delegate method is already associated with the correct button.</p>
",didfinishpickingmedia multipl uiimag,view four uibutton button call pop photo librari user choos imag set button imag think set profil imag code thi imagepickercontrollerpick uiimagepickercontrol didfinishpickingmediawithinfo info nsobject anyobject imag infouiimagepickercontrolleroriginalimag uiimag pickedimag imag p1imagebuttonsetimagepickedimag forstat uicontrolstatenorm selfdismissviewcontrolleranimatedtru complet nil p1phototappedsend anyobject uiimagepickercontrollerissourcetypeavailableuiimagepickercontrollersourcetypephotolibrari p1ip uiimagepickercontrol p1ipdeleg self p1ipsourcetyp uiimagepickercontrollersourcetypephotolibrari p1ipallowsedit fals selfpresentviewcontrollerp1ip anim true complet nil work dandi first imag howev ipc deleg didfinishingpickingmediawith im sure set 3 button imag click three buttonswhich assign action keep call deleg keep set imag first button way multipl deleg method mayb deleg method check certain imagepickercontrol help would great get three button set imag correctli thank,cannot multipl deleg method one advantag block mechan oppos deleg mechan coupl idea first keep instanc variabl uiviewcontrol tell imag set switch base that enum buttontoset case button1 button2 button3 button4 buttontosetbuttontoset p1phototappedsenderanyobject buttontoset button1 imagepickercontrollerpick uiimagepickercontrol didfinishpickingmediawithinfo info nsobject anyobject imag infouiimagepickercontrolleroriginalimag uiimag pickedimag imag buttontoset buttontoset switch buttontoset case button1 p1imagebuttonsetimagepickedimag forstat uicontrolstatenorm selfdismissviewcontrolleranimatedtru complet nil altern creat uibutton subclass profileimagebutton handl action pop selector itself deleg method alreadi associ correct button,didfinishpickingmedia multipl uiimag view four uibutton button call pop photo librari user choos imag set button imag think set profil imag code thi imagepickercontrollerpick uiimagepickercontrol didfinishpickingmediawithinfo info nsobject anyobject imag infouiimagepickercontrolleroriginalimag uiimag pickedimag imag p1imagebuttonsetimagepickedimag forstat uicontrolstatenorm selfdismissviewcontrolleranimatedtru complet nil p1phototappedsend anyobject uiimagepickercontrollerissourcetypeavailableuiimagepickercontrollersourcetypephotolibrari p1ip uiimagepickercontrol p1ipdeleg self p1ipsourcetyp uiimagepickercontrollersourcetypephotolibrari p1ipallowsedit fals selfpresentviewcontrollerp1ip anim true complet nil work dandi first imag howev ipc deleg didfinishingpickingmediawith im sure set 3 button imag click three buttonswhich assign action keep call deleg keep set imag first button way multipl deleg method mayb deleg method check certain imagepickercontrol help would great get three button set imag correctli thank
627,24828000,2,0,swift,How to initialise an empty dictionary that contain objects in Swift,"<p>I'm trying to set up a class that has a dictionary with an int and my own object. On init I do not have anything to put in this dictionary.</p>

<pre><code>class Menu
{
    var emptyDic = Dictionary&lt;String, String&gt;()
    var menuItem: Dictionary&lt;Int,MenuItem&gt;()

    init()
    {
       //init object code
    }
}
</code></pre>

<p>The emptyDic variable (which I got from StackOverflow) works fine, but I get an error consecutive declarations on a line must be separated by a ; if I mirror the same syntax for my menuItem dictionary. If I remove the () it complains that self.menuItem is not initialised.</p>

<p>I've not seen much written about dictionaries with other types other than strings. Is this a case for making it an optional or am I missing something more obvious?</p>

<p>Thanks</p>

<p>Andrew</p>
","<p>You didn't copy the syntax.  ':' and '=' are not equivalent.  In this case, one specifies a type while the other specifies initialization.</p>

<p>Try:</p>

<pre><code>var menuItem = Dictionary&lt;Int,MenuItem&gt;()
</code></pre>
",initialis empti dictionari contain object,set dictionari int object init anyth put dictionari menu emptyd dictionaryltstr stringgt menuitem dictionaryltintmenuitemgt init init object code emptyd variabl which got stackoverflow work fine get consecut declar line must separ mirror syntax menuitem dictionari remov complain selfmenuitem initialis seen much written dictionari type case make option miss someth obviou thank andrew,copi syntax equival case one specifi type specifi initi tri menuitem dictionaryltintmenuitemgt,initialis empti dictionari contain object set dictionari int object init anyth put dictionari menu emptyd dictionaryltstr stringgt menuitem dictionaryltintmenuitemgt init init object code emptyd variabl which got stackoverflow work fine get consecut declar line must separ mirror syntax menuitem dictionari remov complain selfmenuitem initialis seen much written dictionari type case make option miss someth obviou thank andrew
1009,25818000,2,0,swift,Add Focus to TextView in Popover,"<p>I'll try to add the focus on a TextView inside a Popover, but I wont work at the moment. It should get the focus direct after load.</p>

<p>I use:</p>

<pre><code>override func viewDidAppear(animated: Bool) {
    self.textView.resignFirstResponder()
}
</code></pre>

<p>But nothing happens. Any ideas? </p>
","<p>You're making a confusion between <code>-becomeFirstResponder</code> and <code>-resignFirstResponder</code>. Your code has to be:</p>

<pre><code>override func viewDidAppear(animated: Bool) {
    super.viewDidAppear(animated)

    self.textView.becomeFirstResponder()
}
</code></pre>
",add focu textview popov,add focu textview insid popov wont work moment get focu direct load overrid viewdidappearanim bool selftextviewresignfirstrespond noth happen idea,make confus becomefirstrespond resignfirstrespond be overrid viewdidappearanim bool superviewdidappearanim selftextviewbecomefirstrespond,add focu textview popov add focu textview insid popov wont work moment get focu direct load overrid viewdidappearanim bool selftextviewresignfirstrespond noth happen idea
1010,25818000,1,0,swift,Add Focus to TextView in Popover,"<p>I'll try to add the focus on a TextView inside a Popover, but I wont work at the moment. It should get the focus direct after load.</p>

<p>I use:</p>

<pre><code>override func viewDidAppear(animated: Bool) {
    self.textView.resignFirstResponder()
}
</code></pre>

<p>But nothing happens. Any ideas? </p>
","<pre><code>self.textView.becomeFirstResponder()
</code></pre>
",add focu textview popov,add focu textview insid popov wont work moment get focu direct load overrid viewdidappearanim bool selftextviewresignfirstrespond noth happen idea,selftextviewbecomefirstrespond,add focu textview popov add focu textview insid popov wont work moment get focu direct load overrid viewdidappearanim bool selftextviewresignfirstrespond noth happen idea
625,24805230,4,0,swift,Swift - 'NSArray' is not of type 'inout C',"<p>I'm getting this error in XCode beta 3. Don't know whether this is a bug or if I'm doing something I shouldn't. Anyway, this is an example that I read on Apple's official documentation.
Here's the code:</p>

<pre><code>var names = [""Mark"" , ""Bob"" , ""Tracy"" , ""John""]

var reversed = sort(names , { (s1: String , s2: String) -&gt; Bool in return s1 &gt; s2
})
</code></pre>

<p>It is a simple sort using a closure.</p>
","<p>There are several problems here:</p>

<p>Never declare a generic without specifying its type. Don't use <code>Array</code>, use <code>Array&lt;String&gt;</code>. However, in this case, you don't need the <code>: Array&lt;String</code> part, you don't need the typing <code>as Array&lt;String&gt;</code>. Just let the type be inferred.</p>

<pre><code>let names = [""Mark"", ""Bob"", ""Tracy"", ""John""]
</code></pre>

<p>Now, this is a constant array. Array is a value type. Constant value types cannot be modified.</p>

<p>The <code>sort</code> function is trying to sort the array. It doesn't create a new array, it sorts the one you pass as a parameter. However, since it is a value type, it cannot be a constant and you have to pass it by reference:</p>

<pre><code>var names = [""Mark"", ""Bob"", ""Tracy"", ""John""]
sort(&amp;names, &gt;)
</code></pre>

<p>If you don't want to sort the original array and you want to create a new array instead, use <code>sorted</code> function.</p>

<pre><code>let names = [""Mark"", ""Bob"", ""Tracy"", ""John""]
let sortedNames = sorted(names, &gt;)
</code></pre>

<p>Note this has changed substantially between Beta 2 and Beta 3.</p>
",nsarray inout c,get xcode beta 3 know whether bug someth shouldnt anyway exampl read appl offici document here code name mark bob traci john revers sortnam s1 s2 gt bool s1 gt s2 simpl sort closur,sever problem here never declar gener without specifi type array arrayltstringgt howev case need arrayltstr part need type arrayltstringgt type infer name mark bob traci john now constant array array valu type constant valu type cannot modifi sort function tri sort array creat new array sort one pass paramet howev sinc valu type cannot constant pass refer name mark bob traci john sortampnam gt want sort origin array want creat new array instead sort function name mark bob traci john sortednam sortednam gt note chang substanti beta 2 beta 3,nsarray inout c get xcode beta 3 know whether bug someth shouldnt anyway exampl read appl offici document here code name mark bob traci john revers sortnam s1 s2 gt bool s1 gt s2 simpl sort closur
1020,25828600,0,0,swift,Displaying both video and image in a single view element,"<p>I'm attempting to create an Instagram styled app and cannot figure out a way to display media in a UITableView the way they do (either video or image in a single view). I know it most likely is a custom implementation of UIWebView or something of the sort, however I have no idea where to even begin writing a subclass like that. Things I've already tried include:</p>

<ol>
<li>Using a UIWebView (massive memory leak, even when adding/removing the views programmatically).</li>
<li>Adding either UIImageView or UIWebView depending on whether or not it was a video or image (again had a memory leak)</li>
<li>Searching the internet for a possible way to do this</li>
</ol>

<p>If anyone could help me out that would be awesome! FYI the media I am using is grabbed straight from my server, there is no data being gathered from a popular source such as YouTube, Flickr, etc.</p>
","<p>i think they use <a href=""https://developer.apple.com/library/ios/documentation/uikit/reference/UICollectionView_class/Reference/Reference.html"" rel=""nofollow"">UICollectionview</a> as it allows for better customization of a table. </p>

<p>In terms of images and videos, use <a href=""https://developer.apple.com/library/ios/documentation/uikit/reference/uiimageview_class/Reference/Reference.html"" rel=""nofollow"">UIImageView</a> to display all your images and <a href=""https://developer.apple.com/library/ios/documentation/mediaplayer/reference/MPMoviePlayerController_Class/Reference/Reference.html"" rel=""nofollow"">MPMoviePlayerController</a> to play videos.</p>
",display video imag singl view element,attempt creat instagram style app cannot figur way display media uitableview way either video imag singl view know like custom implement uiwebview someth sort howev idea even begin write subclass like that thing alreadi includ uiwebview massiv memori leak even addingremov view programmat ad either uiimageview uiwebview depend whether video imag again memori leak search internet possibl way anyon could help would awesom fyi media grab straight server data gather popular sourc youtub flickr etc,think uicollectionview allow better custom tabl term imag video uiimageview display imag mpmovieplayercontrol play video,display video imag singl view element attempt creat instagram style app cannot figur way display media uitableview way either video imag singl view know like custom implement uiwebview someth sort howev idea even begin write subclass like that thing alreadi includ uiwebview massiv memori leak even addingremov view programmat ad either uiimageview uiwebview depend whether video imag again memori leak search internet possibl way anyon could help would awesom fyi media grab straight server data gather popular sourc youtub flickr etc
613,24779370,0,0,swift,How to convert NSArray's element type in Swift,"<p>I created a <code>NSFetchedResultsController</code></p>

<pre><code>let fetchRequest = NSFetchRequest(entityName: ""User"")
        fetchRequest.sortDescriptors = [NSSortDescriptor(key: ""recordName"", ascending: true)]

        _frcU = NSFetchedResultsController(fetchRequest: fetchRequest, managedObjectContext: _managedObjectContext, sectionNameKeyPath: nil, cacheName: nil)
        _frcU!.delegate = self
        _frcU!.performFetch(nil)
</code></pre>

<p>then in the <code>numberOfRowsInSection</code> method, I want to check the row number in the first section</p>

<pre><code>    override func tableView(tableView: UITableView?, numberOfRowsInSection section: Int) -&gt; Int {

            var numberOfRowsInSection = 0
            if _frcU {
/*here something  wrong -&gt; */ let o: NSFetchedResultsSectionInfo = _frcU?.sections().firstObject as NSFetchedResultsSectionInfo
                numberOfRowsInSection = o.numberOfObjects
            }
        }
</code></pre>

<p>but it says: ST6 (firstObject) <strong>does not conform to protocol 'NSFetchedResultsSectionInfo'</strong></p>

<p>Why, how should I rephrase it?</p>
","<p>Here how you can do it:</p>

<pre><code>    let sectionInfo = _frcU.sections[section] as NSFetchedResultsSectionInfo
    let numberOfRowsInSection = sectionInfo.numberOfObjects
</code></pre>

<p>You can take a look at default Master-Detail Application template in xCode. Project can be created in Swift so there is a lot of stuff to learn about how things are done in Swift.</p>
",convert nsarray element,creat nsfetchedresultscontrol fetchrequest nsfetchrequestentitynam user fetchrequestsortdescriptor nssortdescriptorkey recordnam ascend true frcu nsfetchedresultscontrollerfetchrequest fetchrequest managedobjectcontext managedobjectcontext sectionnamekeypath nil cachenam nil frcudeleg self frcuperformfetchnil numberofrowsinsect method want check row number first section overrid tableviewtableview uitableview numberofrowsinsect section int gt int numberofrowsinsect 0 frcu here someth wrong gt o nsfetchedresultssectioninfo frcusectionsfirstobject nsfetchedresultssectioninfo numberofrowsinsect onumberofobject say st6 firstobject conform protocol nsfetchedresultssectioninfo whi rephras it,it sectioninfo frcusectionssect nsfetchedresultssectioninfo numberofrowsinsect sectioninfonumberofobject take look default masterdetail applic templat xcode project creat lot stuff learn thing done,convert nsarray element creat nsfetchedresultscontrol fetchrequest nsfetchrequestentitynam user fetchrequestsortdescriptor nssortdescriptorkey recordnam ascend true frcu nsfetchedresultscontrollerfetchrequest fetchrequest managedobjectcontext managedobjectcontext sectionnamekeypath nil cachenam nil frcudeleg self frcuperformfetchnil numberofrowsinsect method want check row number first section overrid tableviewtableview uitableview numberofrowsinsect section int gt int numberofrowsinsect 0 frcu here someth wrong gt o nsfetchedresultssectioninfo frcusectionsfirstobject nsfetchedresultssectioninfo numberofrowsinsect onumberofobject say st6 firstobject conform protocol nsfetchedresultssectioninfo whi rephras it
612,24779370,0,0,swift,How to convert NSArray's element type in Swift,"<p>I created a <code>NSFetchedResultsController</code></p>

<pre><code>let fetchRequest = NSFetchRequest(entityName: ""User"")
        fetchRequest.sortDescriptors = [NSSortDescriptor(key: ""recordName"", ascending: true)]

        _frcU = NSFetchedResultsController(fetchRequest: fetchRequest, managedObjectContext: _managedObjectContext, sectionNameKeyPath: nil, cacheName: nil)
        _frcU!.delegate = self
        _frcU!.performFetch(nil)
</code></pre>

<p>then in the <code>numberOfRowsInSection</code> method, I want to check the row number in the first section</p>

<pre><code>    override func tableView(tableView: UITableView?, numberOfRowsInSection section: Int) -&gt; Int {

            var numberOfRowsInSection = 0
            if _frcU {
/*here something  wrong -&gt; */ let o: NSFetchedResultsSectionInfo = _frcU?.sections().firstObject as NSFetchedResultsSectionInfo
                numberOfRowsInSection = o.numberOfObjects
            }
        }
</code></pre>

<p>but it says: ST6 (firstObject) <strong>does not conform to protocol 'NSFetchedResultsSectionInfo'</strong></p>

<p>Why, how should I rephrase it?</p>
","<p>working solution is:</p>

<pre><code>numberOfRowsInSection = ((_frcU!.sections as NSArray).firstObject as NSFetchedResultsSectionInfo).numberOfObjects
</code></pre>

<p>there is two basic difference</p>

<p>1) ! mark</p>

<p>2) ""casting"" to NSArray</p>
",convert nsarray element,creat nsfetchedresultscontrol fetchrequest nsfetchrequestentitynam user fetchrequestsortdescriptor nssortdescriptorkey recordnam ascend true frcu nsfetchedresultscontrollerfetchrequest fetchrequest managedobjectcontext managedobjectcontext sectionnamekeypath nil cachenam nil frcudeleg self frcuperformfetchnil numberofrowsinsect method want check row number first section overrid tableviewtableview uitableview numberofrowsinsect section int gt int numberofrowsinsect 0 frcu here someth wrong gt o nsfetchedresultssectioninfo frcusectionsfirstobject nsfetchedresultssectioninfo numberofrowsinsect onumberofobject say st6 firstobject conform protocol nsfetchedresultssectioninfo whi rephras it,work solut is numberofrowsinsect frcusect nsarrayfirstobject nsfetchedresultssectioninfonumberofobject two basic differ 1 mark 2 cast nsarray,convert nsarray element creat nsfetchedresultscontrol fetchrequest nsfetchrequestentitynam user fetchrequestsortdescriptor nssortdescriptorkey recordnam ascend true frcu nsfetchedresultscontrollerfetchrequest fetchrequest managedobjectcontext managedobjectcontext sectionnamekeypath nil cachenam nil frcudeleg self frcuperformfetchnil numberofrowsinsect method want check row number first section overrid tableviewtableview uitableview numberofrowsinsect section int gt int numberofrowsinsect 0 frcu here someth wrong gt o nsfetchedresultssectioninfo frcusectionsfirstobject nsfetchedresultssectioninfo numberofrowsinsect onumberofobject say st6 firstobject conform protocol nsfetchedresultssectioninfo whi rephras it
659,24909190,1,0,swift,ConstUnsafePointer swift,"<p>How do I make a ConstUnsafePointer that points to a string? Something like</p>

<pre><code> let someString = ""abcd\r\n""
 let buff: ConstUnsafePointer&lt;UInt8&gt;  = ???

 self.outputStream?.write(buffer:UnsafePointer&lt;UInt8&gt;, maxLength: &lt;#Int#&gt;)
</code></pre>

<p>So basicaly what I want isto to ""convert"" that ""someString"" to a type that after I can pass as a parameter to my outputStream?.write method </p>
","<p>You can create an <code>UInt8</code> array from the string with</p>

<pre><code>let buff = [UInt8](someString.utf8)
</code></pre>

<p>and then write the buffer to an output stream with</p>

<pre><code>let written = outputStream.write(buff, maxLength: buff.count)
</code></pre>
",constunsafepoint,make constunsafepoint point someth like somestr abcdrn buff constunsafepointerltuint8gt selfoutputstreamwritebufferunsafepointerltuint8gt maxlength ltintgt basicali want isto convert somestr type pass paramet outputstreamwrit method,creat uint8 array buff uint8somestringutf8 write buffer output stream written outputstreamwritebuff maxlength buffcount,constunsafepoint make constunsafepoint point someth like somestr abcdrn buff constunsafepointerltuint8gt selfoutputstreamwritebufferunsafepointerltuint8gt maxlength ltintgt basicali want isto convert somestr type pass paramet outputstreamwrit method
1024,25832150,0,0,swift,Resizing UIImage from rectangle to square without distortion,"<p>I want to make a function that resize an image from rectangle to square without distorsion.</p>

<p>This is my code :
I have an error (Expression does not conform to type""$T4"") for that line : if (UIScreen.mainScreen().respondsToSelector(aSelector: scaleTransform)) </p>

<pre><code>func squareImageFromImage(image:UIImage, newSize: CGFloat) -&gt; UIImage {
    var scaleTransform :CGAffineTransform
    var  origin : CGPoint
    var scaleRatio: CGFloat

    if (image.size.width &gt; image.size.height) {
        scaleRatio = newSize / image.size.height
        scaleTransform = CGAffineTransformMakeScale(scaleRatio, scaleRatio);

        origin = CGPointMake(-(image.size.width - image.size.height) / 2.0, 0)
    } else {
        scaleRatio = newSize / image.size.width
        scaleTransform = CGAffineTransformMakeScale(scaleRatio, scaleRatio);

        origin = CGPointMake(0, -(image.size.height - image.size.width) / 2.0)
    }

    var size: CGSize  = CGSizeMake(newSize, newSize)

    if (UIScreen.mainScreen().respondsToSelector(aSelector: scaleTransform)) {

        UIGraphicsBeginImageContextWithOptions(size, false, 0.0)

    } else {

        UIGraphicsBeginImageContext(size)
    }

    var context: CGContextRef = UIGraphicsGetCurrentContext()
    CGContextConcatCTM(context, scaleTransform)

    image.drawAtPoint(origin)

    var newImage:UIImage = UIGraphicsGetImageFromCurrentImageContext()

    UIGraphicsEndImageContext()

    return newImage
}
</code></pre>
","<p>A selector is described in Swift with a <code>String</code>. </p>

<pre><code>UIScreen.mainScreen().respondsToSelector(aSelector: ""scaleTransform"")
</code></pre>
",resiz uiimag rectangl squar without distort,want make function resiz imag rectangl squar without distors code express conform typet4 line uiscreenmainscreenrespondstoselectoraselector scaletransform squareimagefromimageimageuiimag newsiz cgfloat gt uiimag scaletransform cgaffinetransform origin cgpoint scaleratio cgfloat imagesizewidth gt imagesizeheight scaleratio newsiz imagesizeheight scaletransform cgaffinetransformmakescalescaleratio scaleratio origin cgpointmakeimagesizewidth imagesizeheight 20 0 els scaleratio newsiz imagesizewidth scaletransform cgaffinetransformmakescalescaleratio scaleratio origin cgpointmake0 imagesizeheight imagesizewidth 20 size cgsize cgsizemakenews newsiz uiscreenmainscreenrespondstoselectoraselector scaletransform uigraphicsbeginimagecontextwithoptionss fals 00 els uigraphicsbeginimagecontexts context cgcontextref uigraphicsgetcurrentcontext cgcontextconcatctmcontext scaletransform imagedrawatpointorigin newimageuiimag uigraphicsgetimagefromcurrentimagecontext uigraphicsendimagecontext newimag,selector describ uiscreenmainscreenrespondstoselectoraselector scaletransform,resiz uiimag rectangl squar without distort want make function resiz imag rectangl squar without distors code express conform typet4 line uiscreenmainscreenrespondstoselectoraselector scaletransform squareimagefromimageimageuiimag newsiz cgfloat gt uiimag scaletransform cgaffinetransform origin cgpoint scaleratio cgfloat imagesizewidth gt imagesizeheight scaleratio newsiz imagesizeheight scaletransform cgaffinetransformmakescalescaleratio scaleratio origin cgpointmakeimagesizewidth imagesizeheight 20 0 els scaleratio newsiz imagesizewidth scaletransform cgaffinetransformmakescalescaleratio scaleratio origin cgpointmake0 imagesizeheight imagesizewidth 20 size cgsize cgsizemakenews newsiz uiscreenmainscreenrespondstoselectoraselector scaletransform uigraphicsbeginimagecontextwithoptionss fals 00 els uigraphicsbeginimagecontexts context cgcontextref uigraphicsgetcurrentcontext cgcontextconcatctmcontext scaletransform imagedrawatpointorigin newimageuiimag uigraphicsgetimagefromcurrentimagecontext uigraphicsendimagecontext newimag
