,Id,A_Score,Q_Score,Tag,Title,Q_Body,A_Body
1078,25986550,1,0,swift,Converting Objective-C to Swift: Assigning to self,"<p>I'm trying to translate an init method for UICollectionViewController from Obj-C to Swift. Here is the original code:</p>

<pre><code>-(id)initWithCollectionViewLayout:(UICollectionViewFlowLayout *)layout {
    if (self = [super initWithCollectionViewLayout:layout]) {
      [self.collectionView registerClass:[UICollectionViewCell class]  forCellWithReuseIdentifier:CELL_ID];
      [self.collectionView setBackgroundColor:[UIColor clearColor]];
    }
    return self;
}
</code></pre>

<p>This is what I have so far:</p>

<pre><code>override init(collectionViewLayout layout: UICollectionViewLayout!) {
        super.init(collectionViewLayout: layout)
        self.collectionView?.registerClass(UICollectionViewCell.self, forCellWithReuseIdentifier: ""CELL_ID"")
        self.collectionView?.backgroundColor = UIColor.clearColor()
}
</code></pre>

<p>I'm having trouble converting the assignment to <code>self</code>. I've read the documentation at <a href=""https://developer.apple.com/library/ios/documentation/Swift/Conceptual/Swift_Programming_Language/Initialization.html#//apple_ref/doc/uid/TP40014097-CH18-XID_318"" rel=""nofollow"">https://developer.apple.com/library/ios/documentation/Swift/Conceptual/Swift_Programming_Language/Initialization.html#//apple_ref/doc/uid/TP40014097-CH18-XID_318</a> but to no avail. Thanks in advance!</p>
","<p>You do not need to assign to self in a Swift constructor. What you have above is fine.</p>

<p>However, <code>UICollectionViewCell.self</code> should just be <code>UICollectionViewCell</code>.</p>
"
1079,25986550,2,0,swift,Converting Objective-C to Swift: Assigning to self,"<p>I'm trying to translate an init method for UICollectionViewController from Obj-C to Swift. Here is the original code:</p>

<pre><code>-(id)initWithCollectionViewLayout:(UICollectionViewFlowLayout *)layout {
    if (self = [super initWithCollectionViewLayout:layout]) {
      [self.collectionView registerClass:[UICollectionViewCell class]  forCellWithReuseIdentifier:CELL_ID];
      [self.collectionView setBackgroundColor:[UIColor clearColor]];
    }
    return self;
}
</code></pre>

<p>This is what I have so far:</p>

<pre><code>override init(collectionViewLayout layout: UICollectionViewLayout!) {
        super.init(collectionViewLayout: layout)
        self.collectionView?.registerClass(UICollectionViewCell.self, forCellWithReuseIdentifier: ""CELL_ID"")
        self.collectionView?.backgroundColor = UIColor.clearColor()
}
</code></pre>

<p>I'm having trouble converting the assignment to <code>self</code>. I've read the documentation at <a href=""https://developer.apple.com/library/ios/documentation/Swift/Conceptual/Swift_Programming_Language/Initialization.html#//apple_ref/doc/uid/TP40014097-CH18-XID_318"" rel=""nofollow"">https://developer.apple.com/library/ios/documentation/Swift/Conceptual/Swift_Programming_Language/Initialization.html#//apple_ref/doc/uid/TP40014097-CH18-XID_318</a> but to no avail. Thanks in advance!</p>
","<p>When initializing an object in Swift it is guaranteed to be safe.</p>

<p>Therefore, there is no need to check it for nil values.</p>
"
539,24596240,0,0,swift,Filter array in a category/extension,"<p>For convenience, in a little experiment I am doing, I would like to extend Array to provide some app specific functionalities. This specific extension is not necessary best practice, but I am just curious about solving the Swift issues I am having.</p>

<p>Given a custom class Section, my extension (with partially extended closure) is:</p>

<pre><code>extension Array {

    func onlyFullSection() -&gt; Array&lt;Section&gt; {

        return self.filter {
            (a:Section) -&gt; Bool in
            return a.isFullSection()
        }
    }
}
</code></pre>

<p>The error I get is: ""T"" is not a subtype of ""Section"".</p>

<p>I tried to fix it with all the sauces (changing types, casting, etc...) but still get similar errors.</p>

<p>This other variant:</p>

<pre><code>extension Array {

    func onlyFullSection() -&gt; Array&lt;Section&gt; {

        return (self as Array&lt;Section&gt;).filter {
            (a:Section) -&gt; Bool in
            return a.isFullSection()
        } as Array&lt;Section&gt;
    }
</code></pre>

<p>throws: <code>Cannot convert the expression's type 'Array&lt;Section&gt;' to type 'Array&lt;Section&gt;'</code></p>

<p>Any clue on what I am doing wrong? Thanks!</p>
","<p>It is because you are extending T[] and not Section[]. That means that Int[] will also have your additional method. That might not be the best idea (since it will crash badly).</p>

<p>Swift currently does not allow you to extend a specialised generic type like Section[].</p>

<p>But if you really, really want to do it, here is one way to force a cast, use <code>reinterpretCast</code>, which Apple describes as follows</p>

<pre><code>/// A brutal bit-cast of something to anything of the same size
func reinterpretCast&lt;T, U&gt;(x: T) -&gt; U
</code></pre>

<p>You can use it like this:</p>

<pre><code>extension Array {
    func onlyFullSection() -&gt; Section[] {
        let sections : Section[] = reinterpretCast(self)
        return sections.filter{ $0.isFullSection() }
    }
}
</code></pre>

<p>But please don't.</p>
"
208,24076610,0,0,swift,LLDB GUI in swift REPL,"<p>swift command line tool path:</p>

<pre><code>/Applications/Xcode6-Beta.app/Contents/Developer/Toolchains/XcodeDefault.xctoolchain/usr/bin
</code></pre>

<p>When I using swift in shell like python interpreter, I found a option <code>gui</code></p>

<pre><code>&gt;:gui
</code></pre>

<p>It look like this:</p>

<p><img src=""http://i.stack.imgur.com/g2Y6N.png"" alt=""lldb gui""></p>

<p>Anybody who knowns how to debub a REPL program using it in swift?</p>

<p>By the way, Is there some way to using gui LLDB to debug my iOS app in xcode? I try to pause my app and type <code>gui</code> or <code>:gui</code> but it can't works.</p>
","<p>The ""gui"" mode won't run in Xcode since the Xcode debugger console is not a true terminal.  Not entirely sure why you would want it in Xcode, anyway.</p>

<p>The problem with debugging swift code in the REPL is that lldb isn't currently generating debug information in this mode.  So the debugger has no symbolic information to work with.</p>
"
541,24599940,2,0,swift,Connecting instance of custom ViewController to a view,"<p>I'm working on the Card Matching Game project from Stanford's iOS course in Swift. I have two  ViewControllers on a tab bar for 2 different types of card game that push to the same View, which shows move history. I want separate move histories for each game, so created a different instance of HistoryViewController in each of the 2 game-type's ViewController. I then manipulate these instances as moves are made. How do I tell Xcode to use that specific instance of HistoryViewController when navigating from the proper parent? For example, if I am in the 1st card game and press ""History"", the HistoryViewController initialized in card game 1's code should be shown in the History view. </p>

<p>I've attached an image of the storyboard. Any help would be much appreciated :)</p>

<p><img src=""http://i.stack.imgur.com/bfg1X.png"" alt=""Screenshot Of Storyboard""></p>
","<p>You can push the history view controller from both view controllers.As they both will make the diffrent instance of history view controller.As both <code>segue</code> are different you can give different name to them and do <code>self.performSegueWithIdentifier(""push1"", sender: self)</code> and  <code>self.performSegueWithIdentifier(""push2"", sender: self)</code> or directly you can push.</p>

<p>You can create the <code>label</code> or <code>textview</code> for history and pass the information which you want to display in </p>

<pre><code>override func prepareForSegue(segue: UIStoryboardSegue!, sender: AnyObject!) {
    if (segue.identifier == ""push1"") {
        let viewController:ViewController = segue!.destinationViewController as ViewController
        // pass data to next view
        viewController.label = @""history for 1st view controller""
    }
    else if (segue.identifier == ""someanothersegue"") {
       //Perform some another task for any other segue
    }
}
</code></pre>

<p>This way you can pass data to destination view controller which is history view controller  in your case.</p>
"
542,24600260,3,0,swift,Swift could not find an overload for '+=' that accepts supplied arguments,"<p>I am using Swift, and I am trying to use the += assignment operator, but I am getting this error. Here is my code:</p>

<pre><code>    var total = NSNumber.numberWithDouble(0.00)
    for exercise in exercises {
        total += exercise.duration
    }
    return total
</code></pre>

<p>the duration property of the exercise object is a NSNumber, so I don't see why I am not able to perform the assignment. Does anyone know why this is not working?</p>
","<p>NSNumber doesn't have a += operator. I would suggest using Double instead, then converting to NSNumber after the loop if you really need an NSNumber.</p>
"
1085,26000590,0,0,swift,Creating AdBanner resets my Scene,"<p>I would like to show a iAd Banner when the player dies in my SpriteKit Game (using Swift).
When the player dies the menu / highscore and a restart button is shown. </p>

<p>If I create a AdBannerView when the menu is schon my whole GameScene is reseted like when I just loaded the Scene.</p>

<p>My code to create an ADBanner in GameViewController:</p>

<pre><code>    var adView = ADBannerView(frame: CGRectZero)
    adView.delegate = self
    adView.hidden = true
    self.view.addSubview(adView)
</code></pre>

<p>Does the addSubview reload my whole scene?
How can I prevent that?</p>

<p>My first idea was to create the ADBanner at the beginning and simply hiding and unhiding it when I need it. But hiding Ads and letting them cycle through although nobody sees them seems... not good?</p>
","<p>Every time a subview is added viewWillLayoutSubviews() is called.
After putting everything I had in viewWillLayoutSubviews() to viewDidLoad() the scene stayed the way it was.</p>
"
567,24683850,1,0,swift,Accessing function defined within function in swift,"<p>Say I have a class <strong>NamedShape</strong> defined like this:</p>

<pre><code>class NamedShape {
    var numberOfSides: Int = 0
    var name: String

    init(name: String) {
      self.name = name
    }

    func simpleDescription() -&gt; String {
       return ""A shape with \(numberOfSides) sides.""
    }

    func containerFunc() -&gt; Void{
        println(""strange world"")

        func subFunc() -&gt; String {
            return ""sub function returns string""
        }

        println(subFunc())

    }
}
</code></pre>

<p>I can initialize it like this:</p>

<pre><code>let someNamedShape = NamedShape(name:""polynomial"")
</code></pre>

<p>And invoke some method like this:</p>

<pre><code>someNamedShape.containerFunc()
</code></pre>

<p>Now how can I invoke method <strong>subFunc</strong> within <strong>containerFunc</strong> on its object?</p>

<p>Compiler complains while trying this: </p>

<pre><code>someNamedShape.containerFunc().subFunc()
</code></pre>
","<p>It looks like it's not possible, unless you return the inner function from its containing function. Here's what the <a href=""https://developer.apple.com/library/prerelease/ios/documentation/Swift/Conceptual/Swift_Programming_Language/Functions.html#//apple_ref/doc/uid/TP40014097-CH10-XID_202"" rel=""nofollow"">documentation</a> says</p>

<blockquote>
  <p>Nested functions are hidden from the outside world by default, but can still be called and used by their enclosing function. An enclosing function can also return one of its nested functions to allow the nested function to be used in another scope.</p>
</blockquote>

<p>This is how your code should look like in order to be able to call the subfunc</p>

<pre><code>class NamedShape {
    var numberOfSides: Int = 0
    var name: String

    init(name: String) {
        self.name = name
    }

    func simpleDescription() -&gt; String {
        return ""A shape with \(numberOfSides) sides.""
    }

    func containerFunc() -&gt; (() -&gt; String) {
        println(""strange world"")

        func subFunc() -&gt; String {
            return ""sub function returns string""
        }

        println(subFunc())

        return subFunc
    }
}

let someNamedShape = NamedShape(name:""polynomial"")
let subfunc = someNamedShape.containerFunc()
subfunc()
</code></pre>
"
528,24563560,2,0,swift,How do I save JSON array of dictionaries in Swift that maps a String to an Int or String?,"<p>I'm having a lot of difficulty with this one.</p>

<p>My server sends JSON arrays of dictionaries, with the dictionaries having a String as a key, with either a String or an Int as the value for the key. For example, if the key was name, it would return a string, but some values are asking for numeric things like ""time since"" which return Ints.</p>

<p>How do I handle this in Swift?</p>

<p>My first attempt was:</p>

<pre><code>let dictArray = NSJSONSerialization.JSONObjectWithData(data, options: .MutableContainers, error: &amp;jsonError) as Dictionary&lt;String, Any&gt;[]
</code></pre>

<p>But I get:</p>

<blockquote>
  <p>fatal error: can't unwrap Optional.none</p>
</blockquote>

<p>If I change <code>Any</code> to <code>AnyObject</code> I can't cast it as an <code>Int</code> for some keys, it complains about the subscript.</p>

<p>What should I be doing?</p>
","<p>The Cocoa to Swift binding maps <code>id</code> as <code>AnyObject</code>. And since the keys are not guaranteed to exist in the dictionary, the subscript returns <code>AnyObject?</code>.</p>

<p>Along those lines still seems to be problem with Xcode beta2.
For example, this crashes reproducibly the swift REPL:</p>

<pre><code>let a : AnyObject? = nil
let b : Any? = a
</code></pre>

<p>So that might be the reason as well, why casting to <code>Dictionary&lt;String, Any&gt;[]</code> does not work.</p>

<p>Either way you might be better off using the <em>""literal""</em> mapping <code>Dictionary&lt;String, AnyObject&gt;[]</code> and checking the types yourself.
When casting <code>AnyObject?</code> to <code>Int</code> you have to remember that you are <a href=""http://stackoverflow.com/a/24096828/3795188"">actually dealing with an optional</a>. That means you have to unwrap it first using <code>!</code> or an <code>if let</code> construct.</p>

<p>Alternatively you can just iterate over the dictionary:</p>

<pre><code>var jsonError : NSError?
if var dictArray = NSJSONSerialization.JSONObjectWithData(data, options: .MutableContainers, error: &amp;jsonError) as? Dictionary&lt;String, AnyObject&gt;[]
{
    for dict in dictArray
    {
        for (key, data) in dict
        {
            var output : String = ""(unknown)"";
            if let number = data as? Int
            {
                output = ""\(number)""
            }
            else if let str = data as? String
            {
                output = str
            }
            println(""\(key): \(output)"")
        }
    }
}
</code></pre>
"
524,24560710,2,0,swift,Creating custom shaders with SpriteKit and Swift,"<p>For my game, I am trying to implement a custom shader that creates a zoom blur effect (I am quite new at using shaders so bear with me if I use improper terms). I have the .fsh shader file in my project, and I'm trying to apply it using SKShader. </p>

<p>I create the shader with this:</p>

<pre><code>let testShader = SKShader(fileNamed: ""ZoomBlur.fsh"");
</code></pre>

<p>My shader takes two uniforms as input, blurCenter (vec2) and blurSize (float), so I try adding them to my shader:</p>

<pre><code>testShader.addUniform(SKUniform(name: ""blurSize"", float: 50);
</code></pre>

<p>When trying to add blurCenter, there doesn't appear to be an initializer for a vec2, just float and texture. Looking at the <a href=""https://developer.apple.com/library/prerelease/ios/documentation/SpriteKit/Reference/SKUniform_Ref/index.html"" rel=""nofollow"">class reference</a>, it looks like I should be able to use this:</p>

<pre><code>testShader.addUniform(SKUniform(name: ""blurCenter"", floatVector2: ...);
</code></pre>

<p>...But Xcode throws this error:</p>

<pre><code>Incorrect argument label in call (have 'name:floatVector2:', expected 'name:float:')
</code></pre>

<p>How can I add a vec2 uniform? Am I completely missing something?</p>
","<p><code>GLKVector2</code> is a union type, and Swift doesn't import those as of Beta 2. Any API that requires use of a non-imported type is itself not imported. Might not be a bad idea to <a href=""http://bugreport.apple.com"" rel=""nofollow"">file a bug</a>.</p>

<p>For now, you'll need to work around this by writing your own C/ObjC functions/methods that forward to the non-imported API, and calling those from Swift via a bridging header.</p>
"
1044,25902050,1,0,swift,Selection sort in Swift,"<p>I'm creating a simple selection sort in Swift. In my sort method I'm getting an error when calling method for exchanging values within the array.</p>

<pre><code>    class func sort(a:[String]) {
       var N = a.count
       for(var i = 0; i &lt; N; i++) {
         var min = i
         for(var j = i+1; j &lt; N; j++) {
             if(less(a[i], str2:a[j])) {
                min = j
             }
         }
         exch(&amp;a, i, min) // Error: [String] not convertible to @value inout $T3
       }
    }
</code></pre>

<p>Exch method:</p>

<pre><code>    class func exch(inout a:[String], i:Int, j:Int) {
       let temp = a[i]
       a[i] = a[j]
       a[j] = temp
    }
</code></pre>

<p>Thanks for the help! :)</p>
","<p>arguments are immutable by default, whereas <code>inout</code> parameters are mutable, so the problem is that you can't convert immutable <code>a</code> to mutable <code>inout</code> parameter. you need to declare it with <code>var</code> to make it mutable</p>

<pre><code>class func sort(var a:[String]) { // declare a with var. by default it is using let
   var N = a.count
   for(var i = 0; i &lt; N; i++) {
     var min = i
     for(var j = i+1; j &lt; N; j++) {
         if(less(a[i], str2:a[j])) {
            min = j
         }
     }
     exch(&amp;a, i, min) // Error: [String] not convertible to @value inout $T3
   }
</code></pre>
"
1042,25888140,2,0,swift,Swift - Custom Keyboard Height,"<p>I created a custom keyboard with a xib-file. It works perfectly und shows as I want to, but I get lots of warnings when debugging the keyboard.. I created all the constraints in the xib and add it as a subview to my view.</p>

<pre><code>var nib = UINib(nibName: ""Keyboard"", bundle: nil)
let objects = nib.instantiateWithOwner(self, options: nil)
mainView = objects.first as UIView
view.addSubview(mainView)
</code></pre>

<p>I do this in the viewDidLoad()-method. In the viewDidAppear() I call this to get my height:</p>

<pre><code>let heightConstraint = NSLayoutConstraint(item: self.view, attribute: .Height, relatedBy: .Equal, toItem: nil, attribute: .NotAnAttribute, multiplier: 0.0, constant: 180.0)
        view.addConstraint(heightConstraint)

mainView.frame = view.bounds
</code></pre>

<p>But now I get this warnings:</p>

<pre><code>2014-09-17 12:21:21.689 Hodor[6629:1086407] Unable to simultaneously satisfy constraints.
    Probably at least one of the constraints in the following list is one you don't want. Try this: (1) look at each constraint and try to figure out which you don't expect; (2) find the code that added the unwanted constraint or constraints and fix it. (Note: If you're seeing NSAutoresizingMaskLayoutConstraints that you don't understand, refer to the documentation for the UIView property translatesAutoresizingMaskIntoConstraints) 
(
    ""&lt;NSLayoutConstraint:0x178087e40 'UIView-Encapsulated-Layout-Height' V:[UIInputView:0x15e607830(264)]&gt;"",
    ""&lt;NSLayoutConstraint:0x1780882f0 V:[UIInputView:0x15e607830(180)]&gt;""
)

Will attempt to recover by breaking constraint 
&lt;NSLayoutConstraint:0x178087e40 'UIView-Encapsulated-Layout-Height' V:[UIInputView:0x15e607830(264)]&gt;

Make a symbolic breakpoint at UIViewAlertForUnsatisfiableConstraints to catch this in the debugger.
The methods in the UIConstraintBasedLayoutDebugging category on UIView listed in &lt;UIKit/UIView.h&gt; may also be helpful.
2014-09-17 12:21:21.693 Hodor[6629:1086407] Unable to simultaneously satisfy constraints.
    Probably at least one of the constraints in the following list is one you don't want. Try this: (1) look at each constraint and try to figure out which you don't expect; (2) find the code that added the unwanted constraint or constraints and fix it. (Note: If you're seeing NSAutoresizingMaskLayoutConstraints that you don't understand, refer to the documentation for the UIView property translatesAutoresizingMaskIntoConstraints) 
(
    ""&lt;NSLayoutConstraint:0x178087e40 'UIView-Encapsulated-Layout-Height' V:[UIInputView:0x15e607830(264)]&gt;"",
    ""&lt;NSLayoutConstraint:0x1780882f0 V:[UIInputView:0x15e607830(180)]&gt;""
)

Will attempt to recover by breaking constraint 
&lt;NSLayoutConstraint:0x178087e40 'UIView-Encapsulated-Layout-Height' V:[UIInputView:0x15e607830(264)]&gt;

Make a symbolic breakpoint at UIViewAlertForUnsatisfiableConstraints to catch this in the debugger.
The methods in the UIConstraintBasedLayoutDebugging category on UIView listed in &lt;UIKit/UIView.h&gt; may also be helpful.
2014-09-17 12:21:21.697 Hodor[6629:1086407] Unable to simultaneously satisfy constraints.
    Probably at least one of the constraints in the following list is one you don't want. Try this: (1) look at each constraint and try to figure out which you don't expect; (2) find the code that added the unwanted constraint or constraints and fix it. (Note: If you're seeing NSAutoresizingMaskLayoutConstraints that you don't understand, refer to the documentation for the UIView property translatesAutoresizingMaskIntoConstraints) 
(
    ""&lt;NSLayoutConstraint:0x178087e40 'UIView-Encapsulated-Layout-Height' V:[UIInputView:0x15e607830(264)]&gt;"",
    ""&lt;NSLayoutConstraint:0x1780882f0 V:[UIInputView:0x15e607830(180)]&gt;""
)

Will attempt to recover by breaking constraint 
&lt;NSLayoutConstraint:0x178087e40 'UIView-Encapsulated-Layout-Height' V:[UIInputView:0x15e607830(264)]&gt;

Make a symbolic breakpoint at UIViewAlertForUnsatisfiableConstraints to catch this in the debugger.
The methods in the UIConstraintBasedLayoutDebugging category on UIView listed in &lt;UIKit/UIView.h&gt; may also be helpful.
</code></pre>

<p>What does this mean? From the text of the warnings it seems to be something with the height constraint...</p>
","<p>Try this   </p>

<p>view.setTranslatesAutoresizingMaskIntoConstraints(false)
view.addConstraint(NSLayoutConstraint(
            item:mainView, attribute:.Left,
            relatedBy:.Equal, toItem:view,
            attribute:NSLayoutAttribute.Left,multiplier:0.6, constant: 0))</p>

<pre><code>    view.addConstraint(NSLayoutConstraint(
        item:mainView, attribute:.Right,
        relatedBy:.Equal, toItem:view,
        attribute:.RightMargin,multiplier:0.6, constant: 0))

    view.addConstraint(NSLayoutConstraint(
        item:mainView, attribute:.Width,
        relatedBy:.Equal, toItem:view,
        attribute: .Width,multiplier:0.6, constant: 0))

    view.addConstraint(NSLayoutConstraint(
        item:mainView, attribute:.Height,
        relatedBy:.Equal, toItem:view,
        attribute:.Height,multiplier:0.6, constant: 0))
</code></pre>
"
1006,25812010,0,0,swift,Apply definitely CGAffineTransform* to a UIView,"<p>I'm having a problem with scale transformation I have to apply to UIViews on Swift (but it's the same in objective-c too)</p>

<p>I'm applying a <code>CGAffineTransformMakeScale()</code> to multiples views during a <code>gestureRecognizer</code>.</p>

<p>It's like a loop for a cards deck. I remove the one on top and the X others behind scale up and a new one is added in the back.</p>

<p>The first iteration works as expected. But when I try to swipe the new front one, all the cards reset to their initial frame size because i'm trying to apply a new transform, which seems to cancel the previous one and reset the view to its initial state.</p>

<p>How can I apply definitely/commit the first transform change to be able to apply a new one after that based on the UIView resulting new size ?</p>

<p>I tried a <code>UIView.commitAnimations()</code> but no change.</p>

<p><strong>EDIT :</strong></p>

<p>Here's a simple example to understand what I try to do :</p>

<p>Imagine I have an initial UIView of 100x100</p>

<p>I have a shrink factor of 0.95, which means next views behind will be 95x95, then 90.25, then 85.73, etc</p>

<p>If I remove the top one (100x100), I want to scale up the others, so the 95x95 will become 100x100, etc<br>
This is done by applying the inverse of the shrink factor, here 1.052631...</p>

<p>First time I apply the inverse factor, all views are correctly resized.<br>
My problem is, when I trigger again by a swipe on the new front UIView a new resize of all views (So, for example, the 90.25x90.25 which became 95x95 should now scale to 100x100).<br>
At this moment, the same <code>CGAffineTransformMakeScale()</code> is apply to all views, which all instantly reset to their original frame size (so the now 95x95 reset to 90.25x90.25, and then begin to apply the transformation on this old size).</p>

<p>As suggested here or elsewhere, using <code>UIView.commitAnimations()</code> in the end of each transformation don't change anything, and using a <code>CGAffineTransformConcat()</code> is like powering over and over the scaling by himself and of course views become insanely big...</p>

<p>I hope I made myself more clear, that's not easy to explain, don't hesitate to ask if something is wrong here.</p>
","<p>After a lot of reading and consulting colleagues who know better than me about iOS programmation, here's my conclusion :</p>

<ul>
<li><p>Applying a <code>CGAffineTransformMakeScale()</code> only modify visually a view but not its properties, and since it's difficult (and costly) to modify afterward the bounds and/or frame of a view, I should avoid to try to make a transform, update bounds, make another transform, etc.</p></li>
<li><p>Applying the same <code>CGAffineTransformMakeScale()</code> only reset the effect and not apply to the previous one.</p></li>
<li><p>Applying a <code>CGAffineTransformScale()</code> with the same values on top of the previous <code>CGAffineTransformMakeScale()</code> (or with a <code>CGAffineTransformConcat()</code>)  has some unpredictable effect and will be very difficult to calculate precisely the new values to apply each time to get the effect I want.</p></li>
</ul>

<p>The best way I can go with this is only applying one <code>CGAffineTransformMakeScale()</code> that I will keep updating scales values all along the view's life.
It implies now for me to rework all my implementation logic in reverse, but that's the easiest way to do this right.</p>

<p>Thanks all for your tips.</p>
"
1007,25812320,1,0,swift,How to use didFinishPickingMedia with multiple UIImages,"<p>I have a view that has four UIButtons. When each button is called it pops up the photo library for the user to choose an image to set as the buttons image (think of it as setting a profile image). Here is the code I'm using to do this.</p>

<pre><code>func imagePickerController(picker: UIImagePickerController!, didFinishPickingMediaWithInfo info: [NSObject : AnyObject]!) {


    let image = info[UIImagePickerControllerOriginalImage] as UIImage
    pickedImage = image

    p1ImageButton.setImage(pickedImage, forState: UIControlState.Normal)

    self.dismissViewControllerAnimated(true, completion: nil)


}

@IBAction func p1PhotoTapped(sender: AnyObject) {
    if UIImagePickerController.isSourceTypeAvailable(UIImagePickerControllerSourceType.PhotoLibrary){

        var p1IP = UIImagePickerController()
        p1IP.delegate = self
        p1IP.sourceType = UIImagePickerControllerSourceType.PhotoLibrary;

        p1IP.allowsEditing = false

        self.presentViewController(p1IP, animated: true, completion: nil)
    }



}
</code></pre>

<p>This works just dandy for the first image. However, because I'm using the IPC delegate, didFinishingPickingMediaWith, Im not sure how to set the other 3 button images. If i click on the other three buttons(which is assigned their own action), it just keeps calling this same delegate, which then keeps setting the image to the first button.</p>

<p>Is there a way to have multiple delegate methods? Or maybe to have the delegate method check for a certain ImagePickerController? Any help would be great on how to get the other three buttons to set their images correctly. THANKS!</p>
","<p>You can't have multiple delegate methods, that's one of the advantages of the block mechanism as opposed to the delegate mechanism.</p>

<p>A couple of ideas:</p>

<p>First, keep an instance variable on the UIViewController that tells you which image to set, then just switch based on that:</p>

<pre><code>enum ButtonToSet {
    case Button1, Button2, Button3, Button4
}
var buttonToSet:ButtonToSet?

@IBAction func p1PhotoTapped(sender:AnyObject) {
    buttonToSet = .Button1
    ...
}

func imagePickerController(picker: UIImagePickerController!,  didFinishPickingMediaWithInfo info: [NSObject : AnyObject]!) {

    ...

    let image = info[UIImagePickerControllerOriginalImage] as UIImage
    pickedImage = image

    if let buttonToSet = buttonToSet {
        switch buttonToSet {
        case .Button1:
            p1ImageButton.setImage(pickedImage, forState: UIControlState.Normal)
        ...
        }
    }

    self.dismissViewControllerAnimated(true, completion: nil)
}
</code></pre>

<p>Alternatively, create a <code>UIButton</code> subclass, <code>ProfileImageButton</code> that handles it's own action by popping up the selector itself, then the delegate method is already associated with the correct button.</p>
"
627,24828000,2,0,swift,How to initialise an empty dictionary that contain objects in Swift,"<p>I'm trying to set up a class that has a dictionary with an int and my own object. On init I do not have anything to put in this dictionary.</p>

<pre><code>class Menu
{
    var emptyDic = Dictionary&lt;String, String&gt;()
    var menuItem: Dictionary&lt;Int,MenuItem&gt;()

    init()
    {
       //init object code
    }
}
</code></pre>

<p>The emptyDic variable (which I got from StackOverflow) works fine, but I get an error consecutive declarations on a line must be separated by a ; if I mirror the same syntax for my menuItem dictionary. If I remove the () it complains that self.menuItem is not initialised.</p>

<p>I've not seen much written about dictionaries with other types other than strings. Is this a case for making it an optional or am I missing something more obvious?</p>

<p>Thanks</p>

<p>Andrew</p>
","<p>You didn't copy the syntax.  ':' and '=' are not equivalent.  In this case, one specifies a type while the other specifies initialization.</p>

<p>Try:</p>

<pre><code>var menuItem = Dictionary&lt;Int,MenuItem&gt;()
</code></pre>
"
1009,25818000,2,0,swift,Add Focus to TextView in Popover,"<p>I'll try to add the focus on a TextView inside a Popover, but I wont work at the moment. It should get the focus direct after load.</p>

<p>I use:</p>

<pre><code>override func viewDidAppear(animated: Bool) {
    self.textView.resignFirstResponder()
}
</code></pre>

<p>But nothing happens. Any ideas? </p>
","<p>You're making a confusion between <code>-becomeFirstResponder</code> and <code>-resignFirstResponder</code>. Your code has to be:</p>

<pre><code>override func viewDidAppear(animated: Bool) {
    super.viewDidAppear(animated)

    self.textView.becomeFirstResponder()
}
</code></pre>
"
1010,25818000,1,0,swift,Add Focus to TextView in Popover,"<p>I'll try to add the focus on a TextView inside a Popover, but I wont work at the moment. It should get the focus direct after load.</p>

<p>I use:</p>

<pre><code>override func viewDidAppear(animated: Bool) {
    self.textView.resignFirstResponder()
}
</code></pre>

<p>But nothing happens. Any ideas? </p>
","<pre><code>self.textView.becomeFirstResponder()
</code></pre>
"
625,24805230,4,0,swift,Swift - 'NSArray' is not of type 'inout C',"<p>I'm getting this error in XCode beta 3. Don't know whether this is a bug or if I'm doing something I shouldn't. Anyway, this is an example that I read on Apple's official documentation.
Here's the code:</p>

<pre><code>var names = [""Mark"" , ""Bob"" , ""Tracy"" , ""John""]

var reversed = sort(names , { (s1: String , s2: String) -&gt; Bool in return s1 &gt; s2
})
</code></pre>

<p>It is a simple sort using a closure.</p>
","<p>There are several problems here:</p>

<p>Never declare a generic without specifying its type. Don't use <code>Array</code>, use <code>Array&lt;String&gt;</code>. However, in this case, you don't need the <code>: Array&lt;String</code> part, you don't need the typing <code>as Array&lt;String&gt;</code>. Just let the type be inferred.</p>

<pre><code>let names = [""Mark"", ""Bob"", ""Tracy"", ""John""]
</code></pre>

<p>Now, this is a constant array. Array is a value type. Constant value types cannot be modified.</p>

<p>The <code>sort</code> function is trying to sort the array. It doesn't create a new array, it sorts the one you pass as a parameter. However, since it is a value type, it cannot be a constant and you have to pass it by reference:</p>

<pre><code>var names = [""Mark"", ""Bob"", ""Tracy"", ""John""]
sort(&amp;names, &gt;)
</code></pre>

<p>If you don't want to sort the original array and you want to create a new array instead, use <code>sorted</code> function.</p>

<pre><code>let names = [""Mark"", ""Bob"", ""Tracy"", ""John""]
let sortedNames = sorted(names, &gt;)
</code></pre>

<p>Note this has changed substantially between Beta 2 and Beta 3.</p>
"
